Year,Round,Day,Date,Time,Home,H_PTS,Away,A_PTS,Referee/s,Stadium,Crowd,delete
2013,Round 26,Sat,Sep 7th,7:30pm,North Queensland,50,Wests Tigers,22,"G. Sutton, G. Reynolds",1300SMILES,"19,519",
2013,Round 26,Sat,Sep 7th,3:00pm,St George Illawarra,19,Warriors,10,"J. Maxwell, H. Perenara",WIN Stadium,"9,022",
2013,Round 26,Sun,Sep 8th,7:00pm,Canberra,18,Cronulla,38,"C. James, A. Gee",Canberra Stadium,"7,615",
2013,Round 26,Sun,Sep 8th,2:00pm,Manly Warringah,26,Penrith,38,"A. Devcich, P. Haines",Brookvale,"12,090",
2013,Round 26,Sun,Sep 8th,3:00pm,Newcastle,54,Parramatta,6,"B. Cummins, L. Phillips",Hunter,"23,392",
2013,Qualif Final,Fri,Sep 13th,7:45pm,South Sydney,20,Melbourne,10,"S. Hayne, J. Maxwell",ANZ,"21,609",
2013,Qualif Final,Sat,Sep 14th,4:00pm,Cronulla,20,North Queensland,18,"M. Cecchin, H. Perenara",Allianz,"32,747",
2013,Qualif Final,Sat,Sep 14th,7:00pm,Sydney,4,Manly Warringah,0,"B. Cummins, G. Sutton",Allianz,"32,747",
2013,Qualif Final,Sun,Sep 15th,4:00pm,Canterbury,6,Newcastle,22,"A. Klein, G. Badger",ANZ,"23,086",
2013,Semi Final,Fri,Sep 20th,7:45pm,Manly Warringah,24,Cronulla,18,"S. Hayne, A. Klein",Allianz,"23,837",
2013,Semi Final,Sat,Sep 21st,7:45pm,Melbourne,16,Newcastle,18,"B. Cummins, G. Sutton",AAMI Park,"19,649",
2013,Prelim Final,Fri,Sep 27th,7:45pm,South Sydney,20,Manly Warringah,30,"B. Cummins, G. Sutton",ANZ,"44,546",
2013,Prelim Final,Sat,Sep 28th,7:45pm,Sydney,40,Newcastle,14,"S. Hayne, A. Klein",Allianz,"37,752",
2013,Grand Final,Sun,Oct 6th,7:15pm,Sydney,26,Manly Warringah,18,"S. Hayne, B. Cummins",ANZ,"81,491",
2014,Round 1,Thu,Mar 6th,8:05pm,South Sydney,28,Sydney,8,"B. Cummins, L. Phillips",ANZ,"27,282",
2014,Round 1,Fri,Mar 7th,8:05pm,Canterbury,12,Brisbane,18,"S. Hayne, C. James",ANZ,"18,040",
2014,Round 1,Sat,Mar 8th,7:00pm,Manly Warringah,22,Melbourne,23,"G. Sutton, G. Reynolds",Brookvale,"14,200",
2014,Round 1,Sat,Mar 8th,9:00pm,North Queensland,28,Canberra,22,"G. Badger, B. Suttor",1300SMILES,"12,121",
2014,Round 1,Sat,Mar 8th,4:30pm,Penrith,30,Newcastle,8,"M. Cecchin, A. Shortall",Sportingbet,"11,369",
2014,Round 1,Sun,Mar 9th,6:30pm,Parramatta,36,Warriors,16,"A. Devcich, H. Perenara",Pirtek Stadium,"14,397",
2014,Round 1,Sun,Mar 9th,3:00pm,St George Illawarra,44,Wests Tigers,24,"A. Klein, P. Haines",ANZ,"19,860",
2014,Round 1,Mon,Mar 10th,7:00pm,Cronulla,12,Gold Coast Titans,18,"G. Maxwell, G. Atkins",Remondis Stadium,"9,321",
2014,Round 2,Fri,Mar 14th,7:40pm,Brisbane,16,North Queensland,12,"B. Cummins, G. Reynolds",Suncorp,"42,303",
2014,Round 2,Fri,Mar 14th,7:40pm,Manly Warringah,14,South Sydney,12,"S. Hayne, C. James",Central Coast,"15,120",
2014,Round 2,Sat,Mar 15th,5:30pm,Melbourne,18,Penrith,17,"A. Klein, A. Gee",AAMI Park,"13,952",
2014,Round 2,Sat,Mar 15th,7:30pm,Sydney,56,Parramatta,4,"G. Badger, B. Suttor",Allianz,"13,269",
2014,Round 2,Sat,Mar 15th,5:00pm,Warriors,12,St George Illawarra,31,"J. Maxwell, G. Atkins",Eden Park,"14,392",
2014,Round 2,Sun,Mar 16th,2:00pm,Gold Coast Titans,12,Wests Tigers,42,"G. Sutton, D. Munro",CBUS,"12,038",
2014,Round 2,Sun,Mar 16th,6:30pm,Newcastle,20,Canberra,26,"A. Devcich, H. Perenara",Hunter,"14,674",
2014,Round 2,Mon,Mar 17th,7:00pm,Canterbury,42,Cronulla,4,"M. Cecchin, A. Shortall",ANZ,"12,057",
2014,Round 3,Fri,Mar 21st,7:40pm,Brisbane,26,Sydney,30,"S. Hayne, C. James",Suncorp,"33,381",
2014,Round 3,Fri,Mar 21st,7:40pm,Wests Tigers,25,South Sydney,16,"M. Cecchin, A. Shortall",ANZ,"20,061",
2014,Round 3,Sat,Mar 22nd,7:00pm,Cronulla,12,St George Illawarra,14,"A. Devcich, H. Perenara",Remondis Stadium,"14,821",
2014,Round 3,Sat,Mar 22nd,8:00pm,North Queensland,16,Warriors,20,"A. Klein, A. Gee",1300SMILES,"12,738",
2014,Round 3,Sat,Mar 22nd,4:30pm,Penrith,18,Canterbury,16,"B. Cummins, G. Reynolds",Sportingbet,"13,291",
2014,Round 3,Sun,Mar 23rd,6:30pm,Canberra,12,Gold Coast Titans,24,"G. Badger, B. Suttor",GIO Stadium,"9,636",
2014,Round 3,Sun,Mar 23rd,3:00pm,Manly Warringah,22,Parramatta,18,"J. Maxwell, G. Atkins",Brookvale,"14,135",
2014,Round 3,Mon,Mar 24th,7:00pm,Melbourne,28,Newcastle,20,"G. Sutton, G. Morris",AAMI Park,"11,490",
2014,Round 4,Fri,Mar 28th,8:00pm,St George Illawarra,20,Brisbane,36,"G. Sutton, G. Morris",WIN Stadium,"10,526",
2014,Round 4,Fri,Mar 28th,7:40pm,Sydney,0,Manly Warringah,8,"B. Cummins, G. Reynolds",Allianz,"14,902",
2014,Round 4,Sat,Mar 29th,4:30pm,Canterbury,40,Melbourne,12,"A. Klein, A. Gee",nib Stadium,"12,014",
2014,Round 4,Sat,Mar 29th,5:30pm,Parramatta,32,Penrith,16,"S. Hayne, H. Perenara",Pirtek Stadium,"14,448",
2014,Round 4,Sat,Mar 29th,5:00pm,Warriors,42,Wests Tigers,18,"M. Cecchin, B. Suttor",Westpac,"22,512",
2014,Round 4,Sun,Mar 30th,3:00pm,Newcastle,30,Cronulla,0,"G. Badger, A. Shortall",Hunter,"18,196",
2014,Round 4,Sun,Mar 30th,2:00pm,South Sydney,18,Canberra,30,"J. Maxwell, G. Atkins",ANZ,"16,032",
2014,Round 4,Mon,Mar 31st,6:30pm,Gold Coast Titans,13,North Queensland,12,"A. Devcich, C. James",CBUS,"9,482",
2014,Round 5,Fri,Apr 4th,7:40pm,Brisbane,18,Parramatta,25,"M. Cecchin, G. Atkins",Suncorp,"32,009",
2014,Round 5,Fri,Apr 4th,7:40pm,Sydney,8,Canterbury,9,"S. Hayne, H. Perenara",Allianz,"12,584",
2014,Round 5,Sat,Apr 5th,3:00pm,Cronulla,37,Warriors,6,"G. Morris, G. Reynolds",Remondis Stadium,"11,307",
2014,Round 5,Sat,Apr 5th,5:30pm,Penrith,12,Canberra,6,"A. Devcich, C. James",Sportingbet,"7,667",
2014,Round 5,Sat,Apr 5th,7:30pm,St George Illawarra,6,South Sydney,26,"G. Badger, A. Shortall",SCG,"24,368",
2014,Round 5,Sun,Apr 6th,2:00pm,Melbourne,26,Gold Coast Titans,28,"B. Cummins, B. Suttor",AAMI Park,"11,930",
2014,Round 5,Sun,Apr 6th,3:00pm,Wests Tigers,34,Manly Warringah,18,"A. Klein, A. Gee",Leichhardt,"16,311",
2014,Round 5,Mon,Apr 7th,7:00pm,North Queensland,28,Newcastle,2,"G. Sutton, D. Munro",1300SMILES,"11,189",
2014,Round 6,Fri,Apr 11th,7:40pm,Gold Coast Titans,12,Brisbane,8,"S. Hayne, C. James",CBUS,"20,500",
2014,Round 6,Fri,Apr 11th,7:40pm,Penrith,2,South Sydney,18,"A. Klein, A. Gee",Sportingbet,"11,674",
2014,Round 6,Sat,Apr 12th,3:00pm,Canberra,12,Newcastle,26,"J. Maxwell, H. Perenara",GIO Stadium,"9,519",
2014,Round 6,Sat,Apr 12th,5:30pm,Parramatta,14,Sydney,12,"G. Sutton, D. Munro",Pirtek Stadium,"15,312",
2014,Round 6,Sat,Apr 12th,7:30pm,Wests Tigers,16,North Queensland,4,"G. Morris, G. Reynolds",Campbelltown,"6,456",
2014,Round 6,Sun,Apr 13th,3:00pm,Manly Warringah,24,Cronulla,4,"G. Badger, A. Devcich",Brookvale,"9,065",
2014,Round 6,Sun,Apr 13th,2:00pm,Warriors,20,Canterbury,21,"B. Cummins, B. Suttor",Eden Park,"22,165",
2014,Round 6,Mon,Apr 14th,7:00pm,Melbourne,28,St George Illawarra,24,"M. Cecchin, G. Atkins",AAMI Park,"13,130",
2014,Round 7,Fri,Apr 18th,7:40pm,Manly Warringah,26,North Queensland,21,"G. Badger, A. Devcich",Central Coast,"10,013",
2014,Round 7,Fri,Apr 18th,7:40pm,Newcastle,6,Brisbane,32,"A. Klein, A. Gee",Hunter,"22,254",
2014,Round 7,Fri,Apr 18th,4:00pm,South Sydney,14,Canterbury,15,"S. Hayne, B. Cummins",ANZ,"43,255",
2014,Round 7,Sat,Apr 19th,7:30pm,Cronulla,18,Sydney,24,"H. Perenara, A. Shortall",Remondis Stadium,"12,163",
2014,Round 7,Sat,Apr 19th,5:30pm,St George Illawarra,20,Warriors,10,"J. Maxwell, C. James",WIN Jubilee,"10,559",
2014,Round 7,Sun,Apr 20th,3:00pm,Canberra,24,Melbourne,22,"G. Sutton, D. Munro",GIO Stadium,"10,941",
2014,Round 7,Mon,Apr 21st,4:00pm,Parramatta,18,Wests Tigers,21,"M. Cecchin, G. Atkins",ANZ,"50,668",
2014,Round 7,Mon,Apr 21st,7:00pm,Penrith,14,Gold Coast Titans,12,"G. Morris, G. Reynolds",Sportingbet,"9,555",
2014,Round 8,Fri,Apr 25th,8:00pm,Brisbane,26,South Sydney,28,"G. Badger, G. Atkins",Suncorp,"44,122",
2014,Round 8,Fri,Apr 25th,6:00pm,Melbourne,10,Warriors,16,"A. Klein, A. Gee",AAMI Park,"28,716",
2014,Round 8,Fri,Apr 25th,4:00pm,St George Illawarra,14,Sydney,34,"S. Hayne, G. Morris",Allianz,"38,784",
2014,Round 8,Sat,Apr 26th,7:30pm,Canterbury,16,Newcastle,12,"H. Perenara, A. Shortall",ANZ,"15,286",
2014,Round 8,Sat,Apr 26th,3:00pm,Cronulla,24,Penrith,20,"M. Cecchin, A. Devcich",Remondis Stadium,"13,669",
2014,Round 8,Sat,Apr 26th,5:30pm,North Queensland,42,Parramatta,14,"B. Cummins, G. Reynolds",1300SMILES,"13,285",
2014,Round 8,Sun,Apr 27th,2:00pm,Manly Warringah,54,Canberra,18,"J. Maxwell, C. James",Brookvale,"8,817",
2014,Round 8,Sun,Apr 27th,3:00pm,Wests Tigers,6,Gold Coast Titans,22,"G. Sutton, D. Munro",Leichhardt,"8,929",
2014,Round 9,Fri,May 9th,7:40pm,North Queensland,27,Brisbane,14,"G. Sutton, G. Reynolds",1300SMILES,"21,340",
2014,Round 9,Fri,May 9th,7:40pm,Sydney,30,Wests Tigers,6,"M. Cecchin, C. James",Allianz,"16,024",
2014,Round 9,Sat,May 10th,5:30pm,Gold Coast Titans,18,South Sydney,40,"B. Cummins, D. Munro",CBUS,"19,107",
2014,Round 9,Sat,May 10th,7:30pm,Melbourne,22,Manly Warringah,19,"S. Hayne, A. Gee",AAMI Park,"13,273",
2014,Round 9,Sat,May 10th,5:00pm,Warriors,54,Canberra,12,"G. Morris, H. Perenara",Eden Park,"18,165",
2014,Round 9,Sun,May 11th,2:00pm,Newcastle,10,Penrith,32,"J. Maxwell, B. Suttor",Hunter,"13,682",
2014,Round 9,Sun,May 11th,3:00pm,St George Illawarra,6,Canterbury,38,"G. Badger, G. Atkins",ANZ,"21,077",
2014,Round 9,Mon,May 12th,7:00pm,Parramatta,42,Cronulla,24,"A. Devcich, A. Shortall",Pirtek Stadium,"12,541",
2014,Round 10,Fri,May 16th,7:40pm,Brisbane,22,Gold Coast Titans,8,"B. Cummins, D. Munro",Suncorp,"31,380",
2014,Round 10,Fri,May 16th,7:40pm,South Sydney,14,Melbourne,27,"G. Sutton, G. Reynolds",ANZ,"18,508",
2014,Round 10,Sat,May 17th,5:30pm,Cronulla,20,Wests Tigers,22,"G. Morris, H. Perenara",Remondis Stadium,"15,869",
2014,Round 10,Sat,May 17th,7:30pm,North Queensland,42,Sydney,10,"S. Hayne, A. Gee",1300SMILES,"15,361",
2014,Round 10,Sat,May 17th,3:00pm,Parramatta,36,St George Illawarra,0,"J. Maxwell, C. James",Pirtek Stadium,"18,631",
2014,Round 10,Sun,May 18th,2:00pm,Canberra,20,Penrith,26,"G. Badger, G. Atkins",GIO Stadium,"8,892",
2014,Round 10,Sun,May 18th,4:00pm,Canterbury,16,Warriors,12,"A. Klein, A. Shortall",Waikato,"17,673",
2014,Round 10,Mon,May 19th,7:00pm,Manly Warringah,15,Newcastle,14,"M. Cecchin, A. Devcich",Brookvale,"8,655",
2014,Round 11,Fri,May 23rd,7:45pm,Canterbury,12,Sydney,32,"A. Klein, A. Gee",ANZ,"19,088",
2014,Round 11,Sat,May 24th,5:30pm,Gold Coast Titans,16,Warriors,24,"G. Morris, H. Perenara",CBUS,"18,753",
2014,Round 11,Sat,May 24th,7:30pm,Wests Tigers,14,Brisbane,16,"G. Badger, G. Reynolds",Campbelltown,"16,511",
2014,Round 11,Sun,May 25th,3:00pm,Canberra,42,North Queensland,12,"G. Sutton, J. Maxwell",GIO Stadium,"8,412",
2014,Round 11,Mon,May 26th,7:00pm,Cronulla,0,South Sydney,18,"M. Cecchin, G. Atkins",Remondis Stadium,"8,137",
2014,Round 12,Fri,May 30th,7:45pm,Penrith,38,Parramatta,12,"M. Cecchin, G. Morris",Sportingbet,"19,141",
2014,Round 12,Sat,May 31st,7:30pm,North Queensland,22,Melbourne,0,"A. Klein, A. Gee",1300SMILES,"12,392",
2014,Round 12,Sat,May 31st,5:30pm,Sydney,26,Canberra,12,"G. Sutton, J. Maxwell",Allianz,"11,815",
2014,Round 12,Sun,Jun 1st,3:00pm,Brisbane,36,Manly Warringah,10,"B. Cummins, D. Munro",Suncorp,"32,017",
2014,Round 12,Sun,Jun 1st,4:00pm,Warriors,38,Newcastle,18,"G. Badger, G. Reynolds",Mt Smart,"19,068",
2014,Round 12,Mon,Jun 2nd,7:00pm,South Sydney,29,St George Illawarra,10,"S. Hayne, H. Perenara",ANZ,"11,771",
2014,Round 13,Fri,Jun 6th,7:40pm,Manly Warringah,32,Canterbury,10,"G. Sutton, G. Morris",Brookvale,"9,235",
2014,Round 13,Fri,Jun 6th,7:40pm,Parramatta,18,North Queensland,16,"B. Cummins, G. Reynolds",Pirtek Stadium,"10,142",
2014,Round 13,Sat,Jun 7th,5:30pm,Gold Coast Titans,14,Penrith,36,"M. Cecchin, G. Atkins",CBUS,"10,507",
2014,Round 13,Sat,Jun 7th,7:30pm,St George Illawarra,30,Cronulla,0,"G. Badger, C. James",WIN Stadium,"12,079",
2014,Round 13,Sat,Jun 7th,7:30pm,South Sydney,34,Warriors,18,"J. Maxwell, D. Munro",nib Stadium,"20,267",
2014,Round 13,Sun,Jun 8th,3:00pm,Melbourne,12,Sydney,32,"S. Hayne, H. Perenara",AAMI Park,"16,757",
2014,Round 13,Sun,Jun 8th,2:00pm,Newcastle,20,Wests Tigers,23,"A. Klein, A. Shortall",Hunter,"22,173",
2014,Round 13,Mon,Jun 9th,7:00pm,Canberra,4,Brisbane,28,"A. Devcich, A. Gee",GIO Stadium,"8,094",
2014,Round 14,Fri,Jun 13th,7:45pm,South Sydney,32,Wests Tigers,10,"G. Sutton, G. Morris",ANZ,"20,721",
2014,Round 14,Sat,Jun 14th,5:30pm,Penrith,18,St George Illawarra,14,"A. Klein, A. Gee",Sportingbet,"13,768",
2014,Round 14,Sat,Jun 14th,7:30pm,Sydney,29,Newcastle,12,"G. Badger, G. Reynolds",Allianz,"9,847",
2014,Round 14,Sun,Jun 15th,3:00pm,Canterbury,12,Parramatta,22,"M. Cecchin, H. Perenara",ANZ,"24,012",
2014,Round 14,Mon,Jun 16th,7:00pm,Gold Coast Titans,20,Melbourne,24,"J. Maxwell, D. Munro",CBUS,"6,497",
2014,Round 15,Fri,Jun 20th,7:45pm,Canberra,14,Canterbury,22,"A. Klein, A. Shortall",GIO Stadium,"10,873",
2014,Round 15,Sat,Jun 21st,7:30pm,Cronulla,0,Manly Warringah,26,"G. Morris, G. Reynolds",Remondis Stadium,"13,383",
2014,Round 15,Sat,Jun 21st,7:30pm,Warriors,19,Brisbane,10,"J. Maxwell, D. Munro",Mt Smart,"16,025",
2014,Round 15,Sun,Jun 22nd,3:00pm,Gold Coast Titans,18,St George Illawarra,19,"G. Sutton, G. Badger",CBUS,"12,189",
2014,Round 15,Sun,Jun 22nd,2:00pm,Melbourne,46,Parramatta,20,"B. Cummins, G. Atkins",AAMI Park,"12,635",
2014,Round 15,Mon,Jun 23rd,7:00pm,Newcastle,36,North Queensland,28,"M. Cecchin, C. James",Hunter,"11,925",
2014,Round 16,Fri,Jun 27th,7:40pm,Brisbane,22,Cronulla,24,"G. Badger, A. Gee",Suncorp,"24,285",
2014,Round 16,Fri,Jun 27th,7:40pm,Manly Warringah,24,Sydney,16,"S. Hayne, G. Morris",Brookvale,"17,155",
2014,Round 16,Sat,Jun 28th,7:30pm,North Queensland,20,South Sydney,18,"B. Cummins, G. Atkins",1300SMILES,"15,897",
2014,Round 16,Sat,Jun 28th,5:30pm,Wests Tigers,19,Canberra,18,"M. Cecchin, G. Reynolds",Campbelltown,"9,243",
2014,Round 16,Sun,Jun 29th,3:00pm,Parramatta,10,Newcastle,16,"J. Maxwell, H. Perenara",Pirtek Stadium,"15,566",
2014,Round 16,Sun,Jun 29th,4:00pm,Warriors,30,Penrith,20,"G. Sutton, A. Devcich",Mt Smart,"12,801",
2014,Round 16,Mon,Jun 30th,7:00pm,St George Illawarra,24,Melbourne,12,"A. Klein, A. Shortall",WIN Stadium,"10,117",
2014,Round 17,Fri,Jul 4th,7:45pm,Canterbury,23,Manly Warringah,16,"J. Maxwell, D. Munro",ANZ,"14,921",
2014,Round 17,Sat,Jul 5th,5:30pm,St George Illawarra,27,North Queensland,24,"G. Badger, A. Devcich",WIN Jubilee,"12,082",
2014,Round 17,Sat,Jul 5th,7:30pm,Sydney,28,Cronulla,30,"G. Morris, H. Perenara",Allianz,"10,732",
2014,Round 17,Sun,Jul 6th,3:00pm,Wests Tigers,10,Penrith,26,"S. Hayne, A. Shortall",Leichhardt,"16,698",
2014,Round 17,Mon,Jul 7th,7:00pm,South Sydney,10,Gold Coast Titans,14,"A. Klein, G. Reynolds",ANZ,"10,925",
2014,Round 18,Fri,Jul 11th,7:45pm,Manly Warringah,40,Wests Tigers,8,"S. Hayne, A. Shortall",Brookvale,"13,432",
2014,Round 18,Sat,Jul 12th,7:30pm,Melbourne,4,Canterbury,6,"G. Sutton, G. Atkins",AAMI Park,"13,149",
2014,Round 18,Sat,Jul 12th,7:30pm,Warriors,48,Parramatta,0,"G. Badger, H. Perenara",Mt Smart,"14,087",
2014,Round 18,Sun,Jul 13th,3:00pm,Cronulla,18,Newcastle,31,"A. Klein, A. Gee",Remondis Stadium,"17,242",
2014,Round 18,Sun,Jul 13th,2:00pm,Gold Coast Titans,20,Canberra,36,"J. Maxwell, D. Munro",CBUS,"10,574",
2014,Round 18,Mon,Jul 14th,7:00pm,Penrith,35,Brisbane,34,"G. Morris, A. Devcich",Sportingbet,"12,439",
2014,Round 19,Fri,Jul 18th,7:40pm,Cronulla,18,North Queensland,36,"G. Morris, A. Shortall",Remondis Stadium,"9,366",
2014,Round 19,Fri,Jul 18th,7:40pm,Parramatta,12,South Sydney,32,"J. Maxwell, G. Reynolds",Pirtek Stadium,"16,125",
2014,Round 19,Sat,Jul 19th,7:30pm,Brisbane,28,Warriors,22,"A. Devcich, G. Atkins",Suncorp,"37,082",
2014,Round 19,Sat,Jul 19th,5:30pm,Melbourne,28,Canberra,14,"S. Hayne, C. Butler",AAMI Park,"11,479",
2014,Round 19,Sat,Jul 19th,3:00pm,Sydney,32,Penrith,12,"A. Klein, A. Gee",Allianz,"13,993",
2014,Round 19,Sun,Jul 20th,2:00pm,Newcastle,8,Gold Coast Titans,22,"M. Cecchin, D. Munro",Hunter,"26,401",
2014,Round 19,Sun,Jul 20th,3:00pm,Wests Tigers,46,Canterbury,18,"B. Cummins, C. James",ANZ,"22,225",
2014,Round 19,Mon,Jul 21st,7:00pm,St George Illawarra,12,Manly Warringah,21,"G. Badger, H. Perenara",WIN Jubilee,"10,530",
2014,Round 20,Fri,Jul 25th,7:40pm,Brisbane,8,Melbourne,30,"J. Maxwell, G. Reynolds",Suncorp,"36,319",
2014,Round 20,Fri,Jul 25th,7:40pm,Newcastle,16,Sydney,12,"G. Badger, G. Atkins",Hunter,"15,468",
2014,Round 20,Sat,Jul 26th,7:30pm,Canterbury,12,North Queensland,20,"G. Sutton, A. Shortall",ANZ,"9,873",
2014,Round 20,Sat,Jul 26th,5:30pm,Gold Coast Titans,18,Parramatta,24,"S. Hayne, A. Gee",CBUS,"14,175",
2014,Round 20,Sat,Jul 26th,3:00pm,Penrith,16,Cronulla,18,"A. Devcich, H. Perenara",Carrington,"8,824",
2014,Round 20,Sun,Jul 27th,4:00pm,Warriors,12,Manly Warringah,22,"B. Cummins, C. James",Mt Smart,"19,199",
2014,Round 20,Sun,Jul 27th,3:00pm,Wests Tigers,12,St George Illawarra,28,"M. Cecchin, D. Munro",ANZ,"22,618",
2014,Round 20,Mon,Jul 28th,7:00pm,Canberra,18,South Sydney,34,"A. Klein, C. Butler",GIO Stadium,"9,526",
2014,Round 21,Fri,Aug 1st,7:45pm,Canterbury,16,Penrith,22,"M. Cecchin, D. Munro",ANZ,"11,832",
2014,Round 21,Fri,Aug 1st,7:45pm,Manly Warringah,16,Brisbane,4,"G. Sutton, A. Shortall",Brookvale,"12,873",
2014,Round 21,Sat,Aug 2nd,3:00pm,Cronulla,12,Parramatta,32,"A. Klein, A. Gee",Remondis Stadium,"12,798",
2014,Round 21,Sat,Aug 2nd,5:30pm,North Queensland,28,Gold Coast Titans,8,"J. Maxwell, G. Badger",1300SMILES,"14,487",
2014,Round 21,Sat,Aug 2nd,7:30pm,Sydney,30,St George Illawarra,22,"S. Hayne, G. Atkins",Allianz,"13,083",
2014,Round 21,Sun,Aug 3rd,2:00pm,Canberra,18,Warriors,54,"G. Morris, G. Reynolds",GIO Stadium,"7,094",
2014,Round 21,Sun,Aug 3rd,3:00pm,South Sydney,50,Newcastle,10,"A. Devcich, H. Perenara",Barlow Park,"11,578",
2014,Round 21,Mon,Aug 4th,7:00pm,Wests Tigers,6,Melbourne,28,"B. Cummins, C. James",Campbelltown,"7,782",
2014,Round 22,Fri,Aug 8th,7:45pm,Brisbane,41,Canterbury,10,"G. Sutton, A. Shortall",Suncorp,"28,344",
2014,Round 22,Fri,Aug 8th,7:45pm,South Sydney,23,Manly Warringah,4,"B. Cummins, C. James",SCG,"27,062",
2014,Round 22,Sat,Aug 9th,5:30pm,Newcastle,32,Melbourne,30,"A. Klein, C. Butler",Hunter,"14,904",
2014,Round 22,Sat,Aug 9th,7:30pm,North Queensland,64,Wests Tigers,6,"S. Hayne, D. Munro",1300SMILES,"12,317",
2014,Round 22,Sat,Aug 9th,8:00pm,Parramatta,18,Canberra,10,"G. Morris, G. Reynolds",TIO Stadium,"9,527",
2014,Round 22,Sun,Aug 10th,3:00pm,St George Illawarra,4,Penrith,16,"J. Maxwell, A. Gee",WIN Stadium,"13,107",
2014,Round 22,Sun,Aug 10th,4:00pm,Warriors,16,Cronulla,12,"A. Devcich, G. Atkins",Mt Smart,"13,939",
2014,Round 22,Mon,Aug 11th,7:00pm,Sydney,26,Gold Coast Titans,18,"M. Cecchin, H. Perenara",Allianz,"6,345",
2014,Round 23,Thu,Aug 14th,7:45pm,South Sydney,42,Brisbane,16,"S. Hayne, D. Munro",ANZ,"14,094",
2014,Round 23,Fri,Aug 15th,7:45pm,Parramatta,16,Canterbury,18,"B. Cummins, C. James",ANZ,"30,394",
2014,Round 23,Sat,Aug 16th,3:00pm,Canberra,16,St George Illawarra,34,"A. Devcich, G. Atkins",GIO Stadium,"10,318",
2014,Round 23,Sat,Aug 16th,5:30pm,Melbourne,48,Cronulla,6,"M. Cecchin, H. Perenara",AAMI Park,"12,185",
2014,Round 23,Sat,Aug 16th,7:30pm,Wests Tigers,4,Sydney,48,"G. Badger, C. Butler",Leichhardt,"5,297",
2014,Round 23,Sun,Aug 17th,3:00pm,Gold Coast Titans,12,Manly Warringah,15,"J. Maxwell, A. Gee",CBUS,"11,940",
2014,Round 23,Sun,Aug 17th,2:00pm,Newcastle,28,Warriors,22,"G. Morris, G. Reynolds",Hunter,"12,733",
2014,Round 23,Mon,Aug 18th,7:00pm,Penrith,23,North Queensland,22,"G. Sutton, A. Shortall",Sportingbet,"7,276",
2014,Round 24,Thu,Aug 21st,7:45pm,Canterbury,30,Wests Tigers,10,"M. Cecchin, A. Gee",ANZ,"9,877",
2014,Round 24,Fri,Aug 22nd,7:45pm,Parramatta,22,Manly Warringah,12,"G. Sutton, A. Shortall",Pirtek Stadium,"17,706",
2014,Round 24,Sat,Aug 23rd,5:30pm,Brisbane,48,Newcastle,6,"G. Badger, C. James",Suncorp,"22,282",
2014,Round 24,Sat,Aug 23rd,7:30pm,South Sydney,10,North Queensland,22,"J. Maxwell, C. Butler",ANZ,"17,171",
2014,Round 24,Sun,Aug 24th,2:00pm,Cronulla,12,Canberra,22,"H. Perenara, G. Reynolds",Remondis Stadium,"13,496",
2014,Round 24,Sun,Aug 24th,3:00pm,St George Illawarra,34,Gold Coast Titans,6,"A. Devcich, G. Atkins",WIN Jubilee,"9,584",
2014,Round 24,Sun,Aug 24th,2:00pm,Warriors,12,Sydney,46,"D. Munro, C. Sutton",Mt Smart,"19,676",
2014,Round 24,Mon,Aug 25th,7:00pm,Penrith,10,Melbourne,24,"B. Cummins, G. Morris",Sportingbet,"8,994",
2014,Round 25,Thu,Aug 28th,7:45pm,Canterbury,14,South Sydney,21,"G. Sutton, A. Shortall",ANZ,"20,424",
2014,Round 25,Fri,Aug 29th,7:45pm,Brisbane,30,St George Illawarra,22,"B. Cummins, D. Munro",Suncorp,"36,720",
2014,Round 25,Sat,Aug 30th,5:30pm,Canberra,27,Wests Tigers,12,"H. Perenara, A. Gee",GIO Stadium,"8,287",
2014,Round 25,Sat,Aug 30th,3:00pm,Newcastle,42,Parramatta,12,"A. Devcich, G. Atkins",Hunter,"18,558",
2014,Round 25,Sat,Aug 30th,7:30pm,Sydney,24,Melbourne,12,"J. Maxwell, G. Morris",Allianz,"13,879",
2014,Round 25,Sun,Aug 31st,3:00pm,Manly Warringah,26,Penrith,25,"M. Cecchin, G. Reynolds",Brookvale,"18,654",
2014,Round 25,Sun,Aug 31st,4:00pm,Warriors,42,Gold Coast Titans,0,"G. Badger, C. James",Mt Smart,"13,540",
2014,Round 25,Mon,Sep 1st,7:00pm,North Queensland,20,Cronulla,19,"A. Klein, C. Sutton",1300SMILES,"11,712",
2014,Round 26,Thu,Sep 4th,7:45pm,Sydney,22,South Sydney,18,"M. Cecchin, G. Morris",Allianz,"32,481",
2014,Round 26,Fri,Sep 5th,7:45pm,Melbourne,22,Brisbane,12,"J. Maxwell, G. Atkins",AAMI Park,"20,032",
2014,Round 26,Sat,Sep 6th,5:30pm,Canberra,33,Parramatta,20,"A. Klein, C. James",GIO Stadium,"13,706",
2014,Round 26,Sat,Sep 6th,7:30pm,North Queensland,30,Manly Warringah,16,"G. Sutton, G. Badger",1300SMILES,"22,521",
2014,Round 26,Sat,Sep 6th,3:00pm,Wests Tigers,26,Cronulla,10,"G. Reynolds, A. Gee",Leichhardt,"5,112",
